X;Y
0.4;2.2908295899084243
0.41000000000000003;2.2908295899084243
0.42000000000000004;2.2908295899084243
0.43000000000000005;2.2908295899084243
0.44000000000000006;2.2908295899084243
0.45000000000000007;2.2908295899084243
0.4600000000000001;2.2908295899084243
0.4700000000000001;1.3083253609098924
0.4800000000000001;1.2982436943809894
0.4900000000000001;1.2945776338250248
0.5000000000000001;1.295494148964016
0.5100000000000001;1.2987019519504852
0.5200000000000001;1.3037427852149366
0.5300000000000001;1.3106166487573703
0.5400000000000001;1.3179487698692995
0.5500000000000002;1.32619740612022
0.5600000000000002;1.3353625575101318
0.5700000000000002;1.3445277089000434
0.5800000000000002;1.3541511178594507
0.5900000000000002;1.3637745268188581
0.6000000000000002;1.3738561933477609
0.6100000000000002;1.3839378598766636
0.6200000000000002;1.3940195264055666
0.6300000000000002;1.4041011929344693
0.6400000000000002;1.4141828594633723
0.6500000000000002;1.424264525992275
0.6600000000000003;1.4343461925211778
0.6700000000000003;1.444427859050081
0.6800000000000003;1.4545095255789837
0.6900000000000003;1.4641329345383909
0.7000000000000003;1.4742146010672939
0.7100000000000003;1.483838010026701
0.7200000000000003;1.4934614189861084
0.7300000000000003;1.50262657037602
0.7400000000000003;1.5117917217659316
0.7500000000000003;1.5209568731558434
0.7600000000000003;1.530122024545755
0.7700000000000004;1.5392871759356668
0.7800000000000004;1.5479940697560826
0.7900000000000004;1.5567009635764988
0.8000000000000004;1.5649495998274194
0.8100000000000004;1.5731982360783399
0.8200000000000004;1.5814468723292605
0.8300000000000004;1.5892372510106851
0.8400000000000004;1.5970276296921104
0.8500000000000004;1.6043597508040397
0.8600000000000004;1.6121501294854645
0.8700000000000004;1.6190239930278982
0.8800000000000004;1.625897856570332
0.8900000000000005;1.6327717201127658
0.9000000000000005;1.639187326085704
0.9100000000000005;1.6456029320586423
0.9200000000000005;1.6515602804620846
0.9300000000000005;1.6570593712960318
0.9400000000000005;1.6625584621299787
0.9500000000000005;1.6680575529639257
0.9600000000000005;1.6726401286588815
0.9700000000000005;1.677680961923333
0.9800000000000005;1.6818052800487933
0.9900000000000005;1.6859295981742535
